LB_NOM;VALID_NAME;PHYLUM;CLASS;ORDER;FAMILY;SUBFAMILY;TRIBE;GENUS;SUBGENUS;CD_NOM
Melecta aegyptiaca;Melecta aegyptiaca Radoszkowski, 1876;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Melectini;Melecta;Melecta;239935
Melecta albifrons;Melecta albifrons (Forster, 1771);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Melectini;Melecta;Melecta;239936
Melecta duodecimmaculata;Melecta duodecimmaculata (Rossi, 1790);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Melectini;Melecta;Melecta;239937
Melecta festiva;Melecta festiva Lieftinck, 1980;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Melectini;Melecta;Melecta;239938
Melecta fulgida;Melecta fulgida Lieftinck, 1980;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Melectini;Melecta;Melecta;239939
Melecta italica;Melecta italica Radoszkowski, 1876;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Melectini;Melecta;Melecta;239940
Melecta leucorhyncha;Melecta leucorhyncha Gribodo, 1893;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Melectini;Melecta;Melecta;239941
Melecta luctuosa;Melecta luctuosa (Scopoli, 1770);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Melectini;Melecta;Melecta;239942
Melecta tuberculata;Melecta tuberculata Lieftinck, 1980;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Melectini;Melecta;Melecta;239943
Melitta dimidiata;Melitta dimidiata Morawitz, 1875;Arthropoda;Insecta;Hymenoptera;Melittidae;Melittinae;;Melitta;;239944
Melitta haemorrhoidalis;Melitta haemorrhoidalis (Fabricius, 1775);Arthropoda;Insecta;Hymenoptera;Melittidae;Melittinae;;Melitta;Melitta;239945
Melitta leporina;Melitta leporina (Panzer, 1799);Arthropoda;Insecta;Hymenoptera;Melittidae;Melittinae;;Melitta;Melitta;239946
Melitta nigricans;Melitta nigricans Alfken, 1905;Arthropoda;Insecta;Hymenoptera;Melittidae;Melittinae;;Melitta;Melitta;239947
Melitta seitzi;Melitta seitzi Alfken, 1927;Arthropoda;Insecta;Hymenoptera;Melittidae;Melittinae;;Melitta;Melitta;1078059
Melitta tricincta;Melitta tricincta Kirby, 1802;Arthropoda;Insecta;Hymenoptera;Melittidae;Melittinae;;Melitta;Melitta;239948
Melitturga caudata;Melitturga caudata Perez, 1880;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Melitturgini;Melitturga;;239949
Melitturga clavicornis;Melitturga clavicornis (Latreille, 1806);Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Melitturgini;Melitturga;Melitturga;239950
Nomada agrestis;Nomada agrestis Fabricius, 1787;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239951
Nomada alboguttata;Nomada alboguttata Herrich-Schaffer, 1839;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239952
Nomada argentata;Nomada argentata Herrich-Schaffer, 1839;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;318249
Nomada armata;Nomada armata Herrich-Schaffer, 1839;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239955
Nomada atroscutellaris;Nomada atroscutellaris Strand, 1921;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239957
Nomada baccata;Nomada baccata Smith, 1844;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239958
Nomada barcelonensis;Nomada barcelonensis Cockerell, 1917;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;1003333
Nomada basalis;Nomada basalis Herrich-Schaffer, 1839;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239959
Nomada beaumonti;Nomada beaumonti Schwarz, 1967;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239960
Nomada bifasciata;Nomada bifasciata Olivier, 1811;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239961
Nomada bispinosa;Nomada bispinosa Mocsary, 1883;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239962
Nomada blepharipes;Nomada blepharipes Schmiedeknecht, 1882;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239963
Nomada bluethgeni;Nomada bluethgeni Stockhert, 1944;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239964
Nomada braunsiana;Nomada braunsiana Schmiedeknecht, 1882;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239965
Nomada carnifex;Nomada carnifex Mocsary, 1883;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;426769
Nomada castellana;Nomada castellana Dusmet y Alonso, 1913;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239966
Nomada concolor;Nomada concolor Schmiedeknecht, 1882;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239969
Nomada conjungens;Nomada conjungens Herrich-Schaffer, 1839;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239970
Nomada connectens;Nomada connectens Perez, 1884;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239971
Nomada coronata;Nomada coronata Perez, 1895;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239973
Nomada discedens;Nomada discedens Perez, 1884;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239974
Nomada discrepans;Nomada discrepans Schmiedeknecht, 1882;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239975
Nomada distinguenda;Nomada distinguenda Morawitz, 1873;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239976
Nomada duplex;Nomada duplex Smith, 1854;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;318269
Nomada emarginata;Nomada emarginata Morawitz, 1877;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;318271
Nomada errans;Nomada errans Lepeletier, 1841;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239977
Nomada erythrocephala;Nomada erythrocephala Morawitz, 1871;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239978
Nomada fabriciana;Nomada fabriciana (Linnaeus, 1767);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239980
Nomada facilis;Nomada facilis Schwarz, 1967;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239981
Nomada fallax;Nomada fallax Perez, 1913;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;318273
Nomada femoralis;Nomada femoralis Morawitz, 1868;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239982
Nomada fenestrata;Nomada fenestrata Lepeletier, 1841;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239983
Nomada ferruginata;Nomada ferruginata (Linnaeus, 1767);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239984
Nomada flava;Nomada flava Panzer, 1797;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239985
Nomada flavilabris;Nomada flavilabris Morawitz, 1875;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239986
Nomada flavoguttata;Nomada flavoguttata (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;53169
Nomada flavopicta;Nomada flavopicta (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239987
Nomada fucata;Nomada fucata Panzer, 1798;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239988
Nomada fulvicornis;Nomada fulvicornis Fabricius, 1793;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239989
Nomada furva;Nomada furva Panzer, 1798;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239990
Nomada furvoides;Nomada furvoides Stockhert, 1944;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;318279
Nomada fuscicornis;Nomada fuscicornis Nylander, 1848;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;318280
Nomada glabella;Nomada glabella Thomson, 1870;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;Err :504
Nomada glaucopis;Nomada glaucopis Perez, 1890;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239991
Nomada goodeniana;Nomada goodeniana (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239992
Nomada gransassoi;Nomada gransassoi Schwarz, 1986;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;318283
Nomada gribodoi;Nomada gribodoi Schmiedeknecht, 1882;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;318284
Nomada guttulata;Nomada guttulata Schenck, 1861;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239993
Nomada hirtipes;Nomada hirtipes Perez, 1884;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239994
Nomada hispanica;Nomada hispanica Dusmet y Alonso, 1913;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;318286
Nomada hungarica;Nomada hungarica Dalla Torre & Friese, 1894;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239995
Nomada illustris;Nomada illustris Schmiedeknecht, 1882;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239996
Nomada insignipes;Nomada insignipes Schmiedeknecht, 1882;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239997
Nomada integra;Nomada integra Brulle, 1832;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239998
Nomada italica;Nomada italica Dalla Torre & Friese, 1894;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;239999
Nomada jaramensis;Nomada jaramensis Dusmet y Alonso, 1913;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;1037222
Nomada kohli;Nomada kohli Schmiedeknecht, 1882;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240001
Nomada kriesteni;Nomada kriesteni Schwarz & Gusenleitner, 2013;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;814882
Nomada lathburiana;Nomada lathburiana (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240004
Nomada legoffi;Nomada legoffi Dufrene, 2021;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;1002814
Nomada leucophthalma;Nomada leucophthalma (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240005
Nomada linsenmaieri;Nomada linsenmaieri Schwarz, 1974;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240006
Nomada maculicornis;Nomada maculicornis Perez, 1884;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240007
Nomada mandibularis;Nomada mandibularis Schwarz & Gusenleitner, 2013;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;814889
Nomada marshamella;Nomada marshamella (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240008
Nomada mauritanica;Nomada mauritanica Lepeletier, 1841;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240009
Nomada melathoracica;Nomada melathoracica Imhoff, 1834;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240010
Nomada merceti;Nomada merceti Alfken, 1909;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240011
Nomada minuscula;Nomada minuscula Noskiewicz, 1930;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;970556
Nomada mocsaryi;Nomada mocsaryi Schmiedeknecht, 1882;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240012
Nomada moeschleri;Nomada moeschleri Alfken, 1913;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;318302
Nomada mutabilis;Nomada mutabilis Morawitz, 1871;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240013
Nomada mutica;Nomada mutica Morawitz, 1872;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240014
Nomada nigrovaria;Nomada nigrovaria Perez, 1895;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240016
Nomada nobilis;Nomada nobilis Herrich-Schaffer, 1839;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240017
Nomada numida;Nomada numida Lepeletier, 1841 ;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;Heminomada;318307
Nomada obscura;Nomada obscura Zetterstedt, 1838;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;1052609
Nomada obtusifrons;Nomada obtusifrons Nylander, 1848;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240019
Nomada opaca;Nomada opaca Alfken, 1913;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240020
Nomada orbitalis;Nomada orbitalis Perez, 1913;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240021
Nomada panurgina;Nomada panurgina Morawitz, 1868;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240022
Nomada panzeri;Nomada panzeri Lepeletier, 1841;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240023
Nomada pectoralis;Nomada pectoralis Morawitz, 1877;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240024
Nomada piccioliana;Nomada piccioliana Magretti, 1883;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240025
Nomada pleurosticta;Nomada pleurosticta Herrich-Schaffer, 1839;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;318317
Nomada posthuma;Nomada posthuma Bluthgen, 1949;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;967294
Nomada pulchra;Nomada pulchra Arnold, 1888;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240026
Nomada rhenana;Nomada rhenana Morawitz, 1872;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240028
Nomada roberjeotiana;Nomada roberjeotiana Panzer, 1799;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240029
Nomada rubiginosa;Nomada rubiginosa Perez, 1884;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240030
Nomada rubricoxa;Nomada rubricoxa Schwarz, 1977;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;886432
Nomada ruficornis;Nomada ruficornis (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240031
Nomada rufipes;Nomada rufipes Fabricius, 1793;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;318332
Nomada sanguinea;Nomada sanguinea Smith, 1854;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240032
Nomada serricornis;Nomada serricornis Perez, 1884;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240034
Nomada sexfasciata;Nomada sexfasciata Panzer, 1799;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240035
Nomada sheppardana;Nomada sheppardana (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240036
Nomada signata;Nomada signata Jurine, 1807;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240037
Nomada similis;Nomada similis Morawitz, 1872;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240038
Nomada stigma;Nomada stigma Fabricius, 1804;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240039
Nomada striata;Nomada striata Fabricius, 1793;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;Nomada;240040
Nomada subcornuta;Nomada subcornuta (Kirby, 1802) ;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;1078633
Nomada succincta;Nomada succincta Panzer, 1798;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240041
Nomada symphyti;Nomada symphyti Stockhert, 1930;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;318340
Nomada trapeziformis;Nomada trapeziformis Schmiedeknecht, 1882;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;886431
Nomada tridentirostris;Nomada tridentirostris Dours, 1873;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240042
Nomada unispinosa;Nomada unispinosa Schwarz, 1981;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;1054958
Nomada villosa;Nomada villosa Thomson, 1870;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240043
Nomada zonata;Nomada zonata Panzer, 1797;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;;240044
Nomiapis bispinosa;Nomiapis bispinosa (Brulle, 1832);Arthropoda;Insecta;Hymenoptera;Halictidae;Nomiinae;;Nomiapis;;814896
Nomiapis diversipes;Nomiapis diversipes (Latreille, 1806);Arthropoda;Insecta;Hymenoptera;Halictidae;Nomiinae;;Nomiapis;;240045
Nomiapis paulyi;Nomiapis paulyi Wood & Le Divelec, 2022;Arthropoda;Insecta;Hymenoptera;Halictidae;Nomiinae;;Nomiapis;;1037223
Nomioides facilis;Nomioides facilis (Smith, 1853);Arthropoda;Insecta;Hymenoptera;Halictidae;Nomioidinae;;Nomioides;;240046
Nomioides minutissimus;Nomioides minutissimus (Rossi, 1790);Arthropoda;Insecta;Hymenoptera;Halictidae;Nomioidinae;;Nomioides;;240047
Osmia alticola;Osmia alticola Benoist, 1923;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;;240048
Osmia anceyi;Osmia anceyi Perez, 1880;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;;814897
Osmia andrenoides;Osmia andrenoides Spinola, 1807;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;;53171
Osmia argyropyga;Osmia argyropyga Perez, 1880;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;;240049
Osmia aurulenta;Osmia aurulenta (Panzer, 1799);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Helicosmia;53172
Osmia bicolor;Osmia bicolor (Schrank, 1781);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Neosmia;53173
Osmia bicornis;Osmia bicornis (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;;816756
Osmia bidentata;Osmia bidentata Morawitz, 1875;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;;814900
Osmia brevicornis;Osmia brevicornis (Fabricius, 1798);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Metallinella;240050
Osmia caerulescens;Osmia caerulescens (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;;53175
Osmia cephalotes;Osmia cephalotes Morawitz, 1870;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Pyrosmia;240051
Osmia cerinthidis;Osmia cerinthidis Morawitz, 1875;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;;240052
Osmia cornuta;Osmia cornuta (Latreille, 1805);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Osmia;53176
Osmia cyanoxantha;Osmia cyanoxantha Perez, 1880;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;;240054
Osmia dimidiata;Osmia dimidiata Morawitz, 1870;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Helicosmia;240055
Osmia emarginata;Osmia emarginata Lepeletier, 1841;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Osmia;240056
Osmia erythrogastra;Osmia erythrogastra Ferton, 1905;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Erythrosmia;814902
Osmia ferruginea;Osmia ferruginea Latreille, 1811;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Pyrosmia;240057
Osmia gallarum;Osmia gallarum Spinola, 1807;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;;53181
Osmia inermis;Osmia inermis (Zetterstedt, 1838);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Melanosmia;240060
Osmia labialis;Osmia labialis Perez, 1880;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;;240062
Osmia latreillei;Osmia latreillei (Spinola, 1806);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Helicosmia;240064
Osmia leaiana;Osmia leaiana (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Helicosmia;240065
Osmia ligurica;Osmia ligurica Morawitz, 1868;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Hoplosmia;814904
Osmia lunata;Osmia lunata Benoist, 1928;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Tergosmia;240066
Osmia melanogaster;Osmia melanogaster Spinola, 1807;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;;240067
Osmia mustelina;Osmia mustelina Gerstäcker, 1869;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Osmia;318412
Osmia nana;Osmia nana Morawitz, 1873;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;;932192
Osmia nasoproducta;Osmia nasoproducta Ferton, 1910;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;;240070
Osmia nasuta;Osmia nasuta Friese, 1899;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;;808477
Osmia nigriventris;Osmia nigriventris (Zetterstedt, 1838);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Melanosmia;240071
Osmia niveata;Osmia niveata (Fabricius, 1804);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Helicosmia;240072
Osmia niveocincta;Osmia niveocincta Perez, 1880;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;;240073
Osmia parietina;Osmia parietina Curtis, 1828;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Melanosmia;240074
Osmia pilicornis;Osmia pilicornis Smith, 1846;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Melanosmia;240075
Osmia rufohirta;Osmia rufohirta Latreille, 1811;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Allosmia;53186
Osmia saxicola;Osmia saxicola Ducke, 1899;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Pyrosmia;318423
Osmia scutellaris;Osmia scutellaris Morawitz, 1868;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Hoplosmia;814906
Osmia signata;Osmia signata Erichson in Waltl, 1835;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;;240077
Osmia spinulosa;Osmia spinulosa (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Hoplosmia;718484
Osmia steinmanni;Osmia steinmanni Muller, 2002;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Melanosmia;932193
Osmia submicans;Osmia submicans Morawitz, 1870;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Pyrosmia;240078
Osmia tergestensis;Osmia tergestensis Ducke, 1897;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Tergosmia;718487
Osmia tricornis;Osmia tricornis Latreille, 1811;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Osmia;240079
Osmia uncinata;Osmia uncinata Gerstacker, 1869;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Melanosmia;240080
Osmia versicolor;Osmia versicolor Latreille, 1811;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Pyrosmia;240081
Osmia viridana;Osmia viridana Morawitz, 1873;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;;240083
Osmia xanthomelana;Osmia xanthomelana (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Melanosmia;240084
Panurginus albopilosus;Panurginus albopilosus (Lucas, 1849);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Panurgini;Panurginus;;318434
